Matrícula_empregado,Sexo,Escolaridade,Satisfação_clientes_média,Absenteísmo,Distância_trabalho,Qtde_filhos,Idade,Experiência_vendas,DISC_Dominância,DISC_Influência,DISC_Estabilidade,DISC_Conformidade,Perfil_Comunicador,Perfil_Executor,Perfil_Analista,Perfil_Planejador
5812936,F,Superior,"9,00","2,3%","34,90","3,00","25,00","10,80","4,00","4,00","1,00","3,00","10,00","8,00","6,00","0,00"
1418966,M,Médio,"8,00","2,8%","33,90","0,00","45,00","3,00","3,00","4,00","0,00","1,00","8,00","5,00","0,00","4,00"
2133785,M,Médio,"8,00","4,8%","16,60","3,00","18,00","1,90","3,00","3,00","2,00","2,00","5,00","8,00","2,00","8,00"
7892583,M,Médio,"9,00","2,4%","34,10","2,00","34,00","0,00","3,00","4,00","1,00","1,00","6,00","7,00","5,00","1,00"
2795030,M,Médio,"9,00","3,2%","19,50","2,00","34,00","11,00","4,00","4,00","2,00","0,00","4,00","7,00","0,00","9,00"
3016869,F,Médio,"10,00","1,6%","50,60","2,00","32,00","0,00","4,00","5,00","0,00","2,00","10,00","9,00","2,00","3,00"
6493619,M,Médio,"8,00","2,6%","22,30","0,00","40,00","0,00","2,00","2,00","3,00","3,00","4,00","8,00","3,00","7,00"
9800790,F,Médio,"9,00","2,2%","24,10","3,00","34,00","9,90","4,00","4,00","1,00","0,00","8,00","10,00","7,00","0,00"
3924784,F,Superior,"9,00","2,0%","66,00","3,00","26,00","9,00","4,00","4,00","4,00","1,00","9,00","7,00","2,00","4,00"
3659634,M,Médio,"8,00","0,0%","34,30","2,00","36,00","1,30","5,00","4,00","1,00","2,00","7,00","8,00","3,00","0,00"
6129764,M,Médio,"9,00","2,1%","27,20","0,00","30,00","3,80","4,00","4,00","1,00","0,00","8,00","5,00","3,00","4,00"
3839047,M,Superior,"8,00","4,7%","15,30","2,00","45,00","5,90","4,00","3,00","0,00","0,00","6,00","8,00","2,00","0,00"
8164357,M,Superior,"10,00","4,7%","25,60","0,00","31,00","2,60","4,00","4,00","2,00","0,00","7,00","8,00","0,00","2,00"
9640565,F,Médio,"8,00","2,3%","24,40","2,00","37,00","7,70","4,00","3,00","0,00","2,00","8,00","9,00","6,00","3,00"
9994108,M,Superior,"9,00","2,9%","17,10","2,00","41,00","2,00","4,00","4,00","1,00","0,00","8,00","7,00","6,00","1,00"
9968475,F,Superior,"10,00","1,1%","19,20","0,00","31,00","2,30","5,00","4,00","1,00","3,00","8,00","10,00","4,00","3,00"
3102965,M,Médio,"8,00","0,0%","20,70","1,00","18,00","1,20","4,00","4,00","1,00","2,00","7,00","9,00","6,00","3,00"
8901603,M,Médio,"8,00","1,8%","8,00","0,00","21,00","3,80","4,00","3,00","2,00","0,00","7,00","4,00","4,00","4,00"
2540174,F,Médio,"9,00","3,8%","17,50","1,00","35,00","9,40","4,00","4,00","1,00","2,00","10,00","8,00","1,00","4,00"
9508898,M,Médio,"10,00","2,1%","15,90","2,00","43,00","6,20","5,00","5,00","0,00","0,00","8,00","10,00","0,00","2,00"
9127330,M,Médio,"10,00","1,3%","23,70","0,00","23,00","0,80","4,00","5,00","1,00","1,00","8,00","10,00","0,00","1,00"
2084340,M,Médio,"8,00","3,0%","28,80","1,00","23,00","4,60","2,00","4,00","1,00","0,00","10,00","9,00","4,00","2,00"
6144441,M,Superior,"10,00","2,9%","61,80","2,00","45,00","9,30","4,00","4,00","0,00","2,00","10,00","8,00","4,00","2,00"
7118114,M,Superior,"10,00","2,9%","13,70","2,00","28,00","6,20","5,00","5,00","0,00","0,00","6,00","8,00","0,00","4,00"
8756351,M,Médio,"9,00","2,7%","25,20","1,00","19,00","1,60","3,00","4,00","1,00","0,00","6,00","7,00","3,00","0,00"
9807466,F,Médio,"8,00","0,2%","27,60","1,00","26,00","4,90","2,00","4,00","0,00","2,00","6,00","6,00","10,00","5,00"
1390730,M,Superior,"10,00","1,0%","16,90","0,00","36,00","5,80","4,00","4,00","2,00","3,00","7,00","9,00","2,00","0,00"
1312030,M,Superior,"10,00","1,3%","38,60","2,00","25,00","1,90","4,00","4,00","1,00","2,00","7,00","6,00","2,00","0,00"
8957766,M,Superior,"8,00","1,4%","19,00","3,00","21,00","9,50","2,00","4,00","1,00","1,00","4,00","9,00","6,00","3,00"
8629384,M,Médio,"10,00","1,2%","11,40","3,00","40,00","4,00","5,00","4,00","1,00","1,00","8,00","10,00","8,00","4,00"
6826229,M,Médio,"9,00","0,4%","25,50","1,00","41,00","11,10","3,00","4,00","2,00","0,00","9,00","6,00","3,00","2,00"
4860281,F,Médio,"8,00","0,7%","8,30","3,00","30,00","9,00","3,00","3,00","0,00","0,00","8,00","7,00","3,00","2,00"
1676054,M,Médio,"9,00","1,2%","23,80","0,00","43,00","7,10","5,00","4,00","2,00","0,00","10,00","8,00","5,00","0,00"
3582478,M,Médio,"9,00","2,0%","13,30","1,00","25,00","5,00","3,00","5,00","3,00","0,00","8,00","9,00","3,00","2,00"
1592023,M,Superior,"9,00","2,3%","9,70","0,00","32,00","0,30","4,00","5,00","0,00","1,00","8,00","8,00","0,00","8,00"
7454514,M,Superior,"8,00","3,2%","29,50","1,00","27,00","4,70","2,00","3,00","2,00","0,00","5,00","8,00","0,00","2,00"
9098251,F,Superior,"10,00","3,7%","20,50","3,00","31,00","9,80","5,00","5,00","1,00","0,00","10,00","6,00","0,00","2,00"
7342242,M,Médio,"10,00","1,9%","13,50","0,00","19,00","2,30","5,00","4,00","1,00","0,00","9,00","8,00","3,00","1,00"
4500161,F,Superior,"10,00","2,4%","26,10","3,00","19,00","8,80","5,00","5,00","1,00","0,00","9,00","9,00","0,00","0,00"
3947571,M,Médio,"8,00","4,2%","49,00","1,00","41,00","4,00","5,00","4,00","4,00","2,00","9,00","9,00","3,00","3,00"
9116479,M,Superior,"9,00","1,7%","55,50","3,00","30,00","5,30","5,00","4,00","2,00","2,00","8,00","7,00","4,00","5,00"
8128138,M,Superior,"10,00","0,2%","31,20","3,00","38,00","1,10","5,00","4,00","0,00","1,00","9,00","8,00","1,00","2,00"
3337309,M,Médio,"9,00","1,3%","13,20","0,00","41,00","8,20","4,00","3,00","1,00","2,00","10,00","7,00","4,00","3,00"
4783566,F,Superior,"10,00","0,3%","15,00","0,00","26,00","8,00","4,00","4,00","1,00","3,00","6,00","8,00","1,00","3,00"
7064329,M,Superior,"8,00","3,5%","25,50","3,00","32,00","6,20","3,00","4,00","2,00","1,00","8,00","8,00","0,00","0,00"
8701755,F,Médio,"10,00","3,5%","20,00","1,00","36,00","6,40","2,00","4,00","0,00","0,00","9,00","9,00","3,00","0,00"
4941479,M,Médio,"9,00","2,0%","18,20","2,00","41,00","8,10","5,00","4,00","2,00","3,00","10,00","10,00","2,00","2,00"
5283346,M,Médio,"10,00","0,0%","20,40","2,00","44,00","9,90","5,00","4,00","0,00","1,00","10,00","10,00","0,00","2,00"
3211290,M,Médio,"9,00","2,1%","22,30","2,00","28,00","3,30","5,00","4,00","2,00","2,00","8,00","10,00","3,00","3,00"
3881350,F,Médio,"10,00","0,0%","18,10","0,00","43,00","9,60","5,00","5,00","0,00","1,00","9,00","5,00","2,00","1,00"
6447247,F,Superior,"8,00","2,0%","23,80","0,00","25,00","5,70","3,00","3,00","3,00","3,00","7,00","10,00","2,00","0,00"
1373509,M,Médio,"8,00","2,1%","12,80","3,00","36,00","4,80","4,00","4,00","0,00","2,00","7,00","6,00","3,00","3,00"
7000501,F,Superior,"9,00","0,0%","13,40","3,00","26,00","8,00","5,00","4,00","0,00","0,00","7,00","8,00","2,00","1,00"
2207751,M,Superior,"8,00","4,2%","12,70","0,00","37,00","5,40","3,00","3,00","3,00","3,00","9,00","8,00","1,00","4,00"
6305692,M,Superior,"10,00","3,2%","41,20","0,00","24,00","0,40","5,00","4,00","1,00","0,00","7,00","8,00","2,00","1,00"
3082021,M,Médio,"9,00","2,7%","13,30","0,00","31,00","6,20","4,00","4,00","1,00","3,00","6,00","9,00","3,00","0,00"
5867193,F,Médio,"8,00","3,3%","22,10","1,00","25,00","8,00","3,00","3,00","2,00","2,00","7,00","7,00","1,00","2,00"
6492395,F,Médio,"8,00","1,0%","15,90","0,00","41,00","1,60","3,00","4,00","1,00","3,00","6,00","2,00","3,00","1,00"
8365602,F,Superior,"9,00","0,0%","21,70","1,00","43,00","0,60","5,00","3,00","1,00","3,00","7,00","4,00","0,00","0,00"
4933265,M,Médio,"10,00","2,5%","57,30","2,00","45,00","7,70","4,00","5,00","0,00","2,00","7,00","9,00","0,00","1,00"
4794211,M,Superior,"8,00","3,3%","18,30","0,00","26,00","5,30","3,00","4,00","2,00","2,00","8,00","7,00","6,00","1,00"
6548450,M,Médio,"10,00","2,4%","26,90","2,00","33,00","0,80","5,00","5,00","3,00","1,00","9,00","5,00","2,00","1,00"
5792098,M,Médio,"8,00","3,0%","16,50","1,00","20,00","3,90","4,00","3,00","2,00","2,00","5,00","1,00","0,00","1,00"
3432916,M,Superior,"8,00","1,5%","64,80","2,00","43,00","3,30","3,00","3,00","2,00","3,00","6,00","10,00","2,00","3,00"
3411372,M,Médio,"10,00","1,0%","25,60","3,00","42,00","1,20","5,00","4,00","2,00","4,00","10,00","3,00","2,00","0,00"
8780185,M,Médio,"8,00","2,2%","39,80","2,00","36,00","1,90","2,00","3,00","2,00","3,00","7,00","3,00","8,00","8,00"
1445274,M,Superior,"8,00","3,0%","10,90","2,00","35,00","2,90","4,00","3,00","3,00","0,00","8,00","9,00","1,00","2,00"
3962227,M,Médio,"9,00","2,0%","17,50","1,00","30,00","5,40","5,00","4,00","1,00","0,00","9,00","5,00","4,00","1,00"
3955123,F,Superior,"9,00","2,3%","37,20","1,00","23,00","6,80","4,00","5,00","0,00","2,00","7,00","9,00","6,00","0,00"
1356599,M,Superior,"10,00","0,7%","29,60","3,00","44,00","7,50","5,00","5,00","0,00","1,00","7,00","9,00","0,00","4,00"
3391905,M,Superior,"10,00","1,6%","40,70","3,00","44,00","3,20","4,00","5,00","0,00","3,00","7,00","7,00","0,00","1,00"
5999784,F,Médio,"8,00","2,5%","17,20","2,00","38,00","3,00","2,00","3,00","0,00","1,00","9,00","6,00","6,00","0,00"
3549808,M,Médio,"9,00","2,1%","16,30","3,00","45,00","9,30","4,00","4,00","1,00","3,00","10,00","6,00","4,00","0,00"
5835869,M,Médio,"8,00","1,2%","37,70","2,00","26,00","0,40","3,00","4,00","0,00","4,00","8,00","6,00","3,00","9,00"
2731716,F,Médio,"10,00","1,5%","61,20","2,00","33,00","8,80","5,00","4,00","0,00","0,00","10,00","9,00","6,00","0,00"
2625497,F,Superior,"8,00","0,9%","26,30","3,00","33,00","11,90","3,00","3,00","3,00","0,00","6,00","10,00","4,00","3,00"
4203376,M,Superior,"8,00","2,7%","19,80","1,00","29,00","2,20","4,00","4,00","0,00","0,00","7,00","6,00","2,00","4,00"
7826717,F,Superior,"9,00","0,6%","34,30","3,00","26,00","7,50","5,00","4,00","1,00","0,00","8,00","8,00","3,00","3,00"
2762855,M,Médio,"10,00","3,8%","18,30","3,00","20,00","14,00","4,00","5,00","2,00","0,00","8,00","5,00","0,00","1,00"
4574184,M,Médio,"10,00","1,0%","14,80","3,00","44,00","0,60","4,00","5,00","0,00","0,00","7,00","9,00","2,00","0,00"
7645703,F,Superior,"10,00","2,8%","23,20","0,00","43,00","6,80","5,00","5,00","1,00","0,00","9,00","6,00","0,00","1,00"
2114126,M,Médio,"9,00","0,2%","16,00","3,00","35,00","7,50","3,00","3,00","1,00","3,00","7,00","10,00","0,00","1,00"
2731288,M,Médio,"9,00","4,0%","20,40","0,00","35,00","8,50","5,00","5,00","2,00","2,00","9,00","6,00","0,00","6,00"
3546076,M,Superior,"9,00","2,8%","29,70","2,00","29,00","8,60","4,00","4,00","1,00","1,00","6,00","10,00","1,00","3,00"
1166305,M,Superior,"8,00","1,1%","67,10","1,00","25,00","0,00","3,00","5,00","1,00","3,00","9,00","7,00","1,00","3,00"
5303384,M,Superior,"10,00","0,3%","20,20","2,00","35,00","4,20","4,00","4,00","1,00","1,00","8,00","7,00","9,00","0,00"
6628347,F,Médio,"10,00","0,8%","7,10","2,00","20,00","4,40","3,00","4,00","0,00","1,00","7,00","4,00","5,00","0,00"
6181703,F,Superior,"8,00","3,8%","27,90","3,00","45,00","0,60","2,00","4,00","1,00","1,00","8,00","6,00","4,00","0,00"
3215366,M,Superior,"8,00","0,6%","13,20","1,00","28,00","1,60","4,00","3,00","2,00","2,00","6,00","9,00","8,00","1,00"
8474542,M,Médio,"9,00","1,4%","43,70","3,00","32,00","0,80","5,00","5,00","0,00","1,00","7,00","6,00","0,00","0,00"
8026153,M,Médio,"8,00","1,6%","48,70","1,00","38,00","2,90","5,00","4,00","1,00","2,00","9,00","2,00","0,00","0,00"
1045549,M,Superior,"8,00","1,8%","10,00","1,00","36,00","5,80","5,00","3,00","2,00","2,00","6,00","9,00","1,00","3,00"
6613067,F,Superior,"9,00","1,9%","37,10","2,00","24,00","4,70","2,00","4,00","4,00","2,00","10,00","8,00","2,00","1,00"
3160636,M,Médio,"8,00","0,2%","19,30","0,00","34,00","10,10","4,00","3,00","3,00","0,00","10,00","6,00","8,00","0,00"
4276468,M,Superior,"9,00","1,2%","20,70","2,00","39,00","7,20","2,00","3,00","2,00","3,00","10,00","5,00","3,00","4,00"
5995189,F,Superior,"8,00","0,7%","12,70","0,00","25,00","6,90","4,00","4,00","3,00","0,00","6,00","6,00","2,00","0,00"
5997856,M,Médio,"10,00","2,5%","9,90","1,00","22,00","5,60","5,00","5,00","1,00","0,00","9,00","9,00","2,00","3,00"
7567492,F,Médio,"8,00","5,0%","25,10","0,00","43,00","6,70","3,00","3,00","0,00","3,00","9,00","4,00","2,00","6,00"
1042397,M,Médio,"10,00","3,6%","15,30","1,00","31,00","4,00","4,00","4,00","0,00","0,00","8,00","9,00","3,00","2,00"
7150142,M,Médio,"9,00","2,9%","15,80","1,00","42,00","12,00","3,00","4,00","0,00","2,00","7,00","8,00","1,00","4,00"
5728318,F,Superior,"10,00","3,6%","19,10","2,00","36,00","2,50","5,00","5,00","0,00","0,00","10,00","9,00","3,00","3,00"
7110491,M,Médio,"9,00","3,1%","11,50","2,00","30,00","3,30","3,00","3,00","0,00","3,00","7,00","8,00","1,00","3,00"
1367452,F,Superior,"8,00","1,5%","12,60","3,00","20,00","10,60","4,00","4,00","1,00","3,00","7,00","7,00","1,00","3,00"
1263431,F,Superior,"8,00","2,7%","17,80","2,00","41,00","0,20","2,00","4,00","2,00","1,00","5,00","4,00","10,00","3,00"
6607426,F,Médio,"10,00","2,1%","14,50","0,00","23,00","4,60","4,00","3,00","0,00","0,00","6,00","6,00","0,00","5,00"
5039305,M,Médio,"9,00","2,5%","12,90","1,00","37,00","5,60","3,00","5,00","2,00","1,00","8,00","4,00","1,00","5,00"
6573329,M,Médio,"8,00","3,2%","20,90","0,00","26,00","6,90","4,00","3,00","1,00","0,00","10,00","4,00","7,00","0,00"
7693516,M,Médio,"8,00","3,0%","31,70","1,00","41,00","8,70","3,00","3,00","1,00","1,00","7,00","4,00","0,00","1,00"
7681468,M,Médio,"9,00","1,7%","13,70","3,00","18,00","0,50","4,00","4,00","3,00","3,00","7,00","9,00","0,00","9,00"
6237414,F,Superior,"8,00","0,0%","14,70","3,00","19,00","3,60","3,00","4,00","0,00","1,00","7,00","7,00","8,00","6,00"
3176749,F,Superior,"9,00","1,3%","32,40","3,00","25,00","4,20","4,00","4,00","2,00","1,00","8,00","6,00","4,00","0,00"
2781136,F,Médio,"10,00","1,2%","51,90","3,00","41,00","7,70","5,00","4,00","0,00","0,00","10,00","10,00","2,00","0,00"
6038267,M,Médio,"9,00","2,5%","26,50","2,00","43,00","4,20","3,00","4,00","2,00","1,00","8,00","6,00","4,00","8,00"
9709528,F,Médio,"9,00","2,1%","18,10","3,00","28,00","5,70","5,00","5,00","3,00","2,00","7,00","6,00","0,00","3,00"
5373043,M,Médio,"8,00","0,9%","19,90","2,00","44,00","1,00","3,00","4,00","0,00","0,00","9,00","3,00","8,00","1,00"
1286733,M,Médio,"9,00","1,4%","15,30","2,00","42,00","0,70","3,00","4,00","2,00","3,00","7,00","8,00","4,00","3,00"
3163500,M,Superior,"8,00","0,5%","17,90","1,00","33,00","3,40","4,00","4,00","0,00","2,00","6,00","6,00","3,00","0,00"
4778083,F,Médio,"10,00","0,8%","37,10","0,00","29,00","3,80","5,00","3,00","1,00","1,00","9,00","9,00","0,00","5,00"
9236769,F,Médio,"10,00","0,9%","38,50","2,00","33,00","6,90","5,00","4,00","1,00","0,00","8,00","9,00","3,00","1,00"
4246730,M,Médio,"10,00","2,7%","15,30","0,00","35,00","4,50","2,00","4,00","1,00","0,00","8,00","8,00","2,00","1,00"
1502403,F,Superior,"10,00","1,4%","22,00","0,00","34,00","8,00","5,00","5,00","0,00","1,00","9,00","7,00","3,00","1,00"
9585572,F,Superior,"9,00","0,6%","18,40","2,00","36,00","0,50","4,00","4,00","2,00","2,00","7,00","5,00","2,00","2,00"
2289387,M,Médio,"9,00","3,1%","18,50","3,00","28,00","4,30","4,00","4,00","2,00","1,00","8,00","2,00","1,00","4,00"
8449522,M,Médio,"8,00","4,8%","41,90","2,00","27,00","4,70","4,00","3,00","2,00","3,00","6,00","7,00","3,00","0,00"
8036073,F,Superior,"9,00","4,1%","16,10","2,00","31,00","3,50","3,00","5,00","1,00","0,00","7,00","8,00","2,00","0,00"
1995757,F,Superior,"10,00","2,0%","38,80","0,00","34,00","0,60","4,00","5,00","0,00","0,00","8,00","9,00","1,00","2,00"
9229667,F,Superior,"9,00","3,9%","28,70","1,00","30,00","2,00","3,00","4,00","3,00","0,00","6,00","8,00","0,00","3,00"
6158653,M,Superior,"8,00","3,2%","19,00","3,00","29,00","8,20","3,00","3,00","0,00","2,00","7,00","4,00","6,00","6,00"
4927584,F,Médio,"8,00","0,0%","15,10","0,00","30,00","1,50","3,00","3,00","2,00","0,00","8,00","5,00","4,00","2,00"
4726633,M,Superior,"10,00","4,6%","16,90","0,00","31,00","3,50","4,00","4,00","0,00","4,00","9,00","9,00","0,00","2,00"
3529956,F,Superior,"8,00","2,6%","13,10","0,00","35,00","4,40","4,00","3,00","0,00","1,00","4,00","4,00","0,00","5,00"
2047790,F,Médio,"8,00","0,8%","12,50","2,00","26,00","6,40","5,00","3,00","2,00","4,00","9,00","5,00","2,00","5,00"
7891317,M,Médio,"9,00","2,5%","19,80","3,00","32,00","10,90","3,00","4,00","2,00","0,00","6,00","8,00","4,00","0,00"
1375093,M,Médio,"10,00","1,0%","43,20","1,00","33,00","1,60","5,00","5,00","2,00","2,00","9,00","6,00","1,00","7,00"
9634066,F,Superior,"10,00","0,8%","45,40","3,00","26,00","2,70","5,00","5,00","0,00","0,00","10,00","9,00","0,00","4,00"
2616101,M,Médio,"8,00","3,9%","60,30","2,00","29,00","5,80","4,00","4,00","3,00","5,00","6,00","5,00","1,00","4,00"
9114878,M,Superior,"9,00","0,9%","11,20","0,00","33,00","13,90","3,00","5,00","3,00","0,00","9,00","7,00","6,00","3,00"
9362523,F,Superior,"10,00","2,1%","31,50","3,00","27,00","11,60","5,00","4,00","0,00","3,00","9,00","8,00","1,00","2,00"
5589249,F,Superior,"9,00","2,1%","55,60","0,00","35,00","4,10","3,00","4,00","0,00","2,00","10,00","6,00","0,00","0,00"
4684687,F,Médio,"8,00","2,5%","18,60","3,00","34,00","6,30","4,00","3,00","2,00","1,00","7,00","4,00","2,00","8,00"
5474293,M,Médio,"8,00","0,4%","16,50","3,00","26,00","4,20","3,00","4,00","0,00","2,00","7,00","10,00","4,00","1,00"
3889539,M,Médio,"8,00","1,2%","36,80","3,00","25,00","0,80","3,00","4,00","0,00","0,00","8,00","3,00","0,00","0,00"
6407737,M,Médio,"9,00","2,0%","27,20","2,00","32,00","12,60","5,00","4,00","0,00","0,00","7,00","4,00","1,00","2,00"
6348278,M,Médio,"8,00","1,4%","19,30","3,00","33,00","11,10","5,00","3,00","0,00","2,00","6,00","10,00","1,00","1,00"
3901355,F,Médio,"8,00","0,2%","23,40","1,00","34,00","7,00","4,00","5,00","3,00","0,00","6,00","8,00","0,00","2,00"
6999890,F,Médio,"9,00","2,3%","16,60","2,00","30,00","5,70","5,00","4,00","1,00","0,00","10,00","7,00","4,00","0,00"
3852855,M,Superior,"9,00","1,9%","22,70","2,00","29,00","3,70","4,00","4,00","0,00","1,00","8,00","9,00","0,00","4,00"
1880338,M,Médio,"8,00","3,1%","52,30","1,00","34,00","12,60","5,00","3,00","1,00","0,00","6,00","4,00","0,00","5,00"
2038332,F,Superior,"10,00","0,0%","37,90","3,00","27,00","8,90","5,00","4,00","1,00","2,00","10,00","6,00","1,00","6,00"
2745793,M,Superior,"9,00","2,5%","63,70","0,00","27,00","1,30","4,00","4,00","1,00","2,00","9,00","6,00","2,00","3,00"
5608941,F,Médio,"10,00","4,3%","12,40","2,00","34,00","5,50","4,00","5,00","1,00","1,00","9,00","7,00","3,00","2,00"
4090801,M,Médio,"9,00","1,6%","11,80","0,00","34,00","6,00","3,00","4,00","2,00","2,00","6,00","9,00","2,00","0,00"
6899563,M,Médio,"8,00","0,3%","23,90","1,00","29,00","4,50","2,00","3,00","4,00","0,00","7,00","8,00","0,00","4,00"
9954431,M,Superior,"8,00","2,2%","25,20","2,00","32,00","7,70","2,00","3,00","0,00","1,00","9,00","10,00","5,00","4,00"
5530231,M,Médio,"9,00","1,7%","12,70","1,00","34,00","0,40","4,00","4,00","1,00","4,00","6,00","6,00","0,00","6,00"
7678557,F,Superior,"8,00","3,4%","27,40","0,00","28,00","6,60","4,00","4,00","0,00","0,00","8,00","6,00","0,00","3,00"
1092251,F,Superior,"9,00","1,0%","51,10","2,00","26,00","8,00","2,00","4,00","0,00","0,00","7,00","8,00","1,00","2,00"
7958588,M,Superior,"9,00","1,9%","17,20","2,00","26,00","2,90","4,00","3,00","1,00","0,00","9,00","8,00","4,00","1,00"
5398647,M,Médio,"10,00","5,0%","62,30","0,00","32,00","3,50","4,00","5,00","2,00","1,00","9,00","10,00","3,00","1,00"
8690449,F,Médio,"10,00","2,9%","53,80","3,00","32,00","7,70","4,00","5,00","0,00","1,00","10,00","10,00","1,00","1,00"
9413713,F,Superior,"8,00","1,8%","19,70","3,00","30,00","12,80","2,00","3,00","3,00","0,00","7,00","8,00","0,00","2,00"
8369550,M,Superior,"9,00","0,3%","36,30","0,00","31,00","2,20","5,00","3,00","1,00","3,00","8,00","10,00","2,00","3,00"
6347698,F,Superior,"9,00","0,0%","50,90","0,00","34,00","9,90","5,00","4,00","0,00","1,00","9,00","9,00","3,00","5,00"
2804824,M,Médio,"10,00","2,6%","17,20","2,00","28,00","10,00","5,00","5,00","0,00","0,00","9,00","10,00","1,00","3,00"
7183359,M,Superior,"10,00","1,5%","9,10","3,00","25,00","4,70","5,00","5,00","0,00","1,00","8,00","5,00","4,00","1,00"
5699094,M,Superior,"10,00","2,6%","17,50","1,00","30,00","6,30","4,00","5,00","2,00","0,00","7,00","9,00","1,00","0,00"
8652333,M,Superior,"9,00","0,0%","59,00","2,00","32,00","2,30","5,00","4,00","2,00","2,00","8,00","4,00","1,00","5,00"
6730529,F,Médio,"8,00","3,2%","14,10","1,00","25,00","5,10","3,00","4,00","1,00","2,00","7,00","10,00","3,00","7,00"
2414135,M,Médio,"8,00","0,0%","11,50","3,00","35,00","7,10","2,00","4,00","1,00","3,00","8,00","9,00","7,00","4,00"
3744535,M,Médio,"10,00","5,4%","21,30","2,00","32,00","5,20","5,00","4,00","1,00","0,00","8,00","9,00","7,00","0,00"
4690510,F,Médio,"8,00","2,1%","14,20","2,00","25,00","12,40","5,00","4,00","2,00","1,00","9,00","6,00","0,00","1,00"
2524118,F,Médio,"8,00","0,0%","44,30","1,00","27,00","5,60","5,00","3,00","0,00","0,00","9,00","5,00","4,00","6,00"
4054336,M,Médio,"9,00","0,5%","13,90","2,00","25,00","11,00","4,00","4,00","1,00","4,00","9,00","10,00","3,00","0,00"
6213612,F,Médio,"9,00","0,0%","21,50","0,00","26,00","8,70","5,00","3,00","0,00","2,00","7,00","7,00","3,00","0,00"
8270522,F,Superior,"9,00","0,0%","44,90","2,00","30,00","5,70","2,00","4,00","0,00","1,00","8,00","7,00","2,00","4,00"
6657329,M,Médio,"9,00","0,0%","23,90","0,00","35,00","6,70","4,00","5,00","0,00","3,00","10,00","8,00","2,00","3,00"
9650989,F,Médio,"8,00","0,0%","55,70","1,00","30,00","6,30","4,00","4,00","1,00","1,00","10,00","5,00","3,00","1,00"
6132554,M,Superior,"8,00","1,9%","42,10","3,00","34,00","3,80","2,00","4,00","2,00","1,00","7,00","9,00","5,00","0,00"
9634152,M,Médio,"8,00","1,4%","11,10","2,00","30,00","3,90","4,00","4,00","2,00","2,00","6,00","4,00","2,00","8,00"
7970615,F,Superior,"8,00","4,2%","49,90","1,00","25,00","7,20","4,00","3,00","1,00","2,00","8,00","10,00","2,00","0,00"
6562305,M,Médio,"10,00","3,2%","41,50","2,00","28,00","6,40","5,00","5,00","0,00","3,00","10,00","5,00","9,00","4,00"
3745622,M,Médio,"8,00","2,0%","20,10","2,00","28,00","3,70","2,00","3,00","4,00","0,00","8,00","3,00","2,00","3,00"
1610925,M,Médio,"10,00","0,1%","11,40","1,00","30,00","1,00","5,00","5,00","0,00","1,00","10,00","8,00","2,00","3,00"
9383446,M,Superior,"8,00","1,2%","24,20","2,00","26,00","2,10","4,00","4,00","1,00","2,00","6,00","8,00","3,00","0,00"
1048393,M,Médio,"9,00","2,9%","34,50","2,00","30,00","4,70","4,00","4,00","2,00","2,00","7,00","9,00","0,00","5,00"
9704520,M,Superior,"10,00","2,0%","25,10","1,00","34,00","0,80","5,00","5,00","1,00","1,00","8,00","9,00","0,00","4,00"
4783107,M,Superior,"9,00","0,8%","25,10","1,00","26,00","6,60","2,00","4,00","0,00","1,00","6,00","7,00","4,00","2,00"
8251820,M,Superior,"8,00","1,5%","27,60","0,00","30,00","0,10","3,00","3,00","0,00","1,00","9,00","8,00","0,00","5,00"
9054596,M,Médio,"10,00","2,8%","20,70","0,00","25,00","4,90","3,00","4,00","0,00","1,00","7,00","5,00","0,00","3,00"
3688931,F,Médio,"8,00","2,5%","9,30","3,00","25,00","4,90","3,00","4,00","3,00","0,00","5,00","7,00","6,00","2,00"
9290396,F,Superior,"8,00","1,4%","29,80","1,00","28,00","1,50","5,00","3,00","2,00","2,00","8,00","8,00","4,00","5,00"
3112847,F,Médio,"9,00","3,8%","37,20","2,00","35,00","7,00","4,00","4,00","2,00","1,00","9,00","7,00","0,00","3,00"
1811942,M,Médio,"9,00","3,7%","18,40","2,00","27,00","7,10","2,00","4,00","0,00","4,00","9,00","7,00","0,00","3,00"
7542214,M,Médio,"8,00","3,1%","12,00","0,00","27,00","1,00","4,00","3,00","3,00","3,00","5,00","7,00","6,00","1,00"
4144505,M,Superior,"8,00","3,3%","19,10","2,00","29,00","5,30","2,00","3,00","2,00","4,00","6,00","10,00","0,00","4,00"
3040094,M,Superior,"9,00","2,4%","14,80","2,00","28,00","2,80","5,00","4,00","2,00","0,00","10,00","9,00","3,00","0,00"
3107843,F,Médio,"9,00","1,3%","11,30","0,00","33,00","1,30","4,00","4,00","0,00","0,00","9,00","7,00","3,00","4,00"
7838697,M,Superior,"10,00","1,4%","39,40","0,00","28,00","10,90","5,00","3,00","0,00","0,00","9,00","6,00","0,00","3,00"
6550268,M,Médio,"10,00","2,3%","56,80","1,00","30,00","3,10","5,00","4,00","1,00","3,00","10,00","9,00","1,00","2,00"
9992582,F,Médio,"10,00","1,9%","22,40","3,00","35,00","6,20","5,00","4,00","2,00","1,00","7,00","9,00","4,00","0,00"
